R,0,0,1
R,0,0,1
R,0,0,1
R,0,0,1
R,0,0,1
R,0,0,1
R,0,0,2
R,0,0,2
R,0,0,2
R,0,0,2
R,0,0,2
R,0,0,2
R,0,0,3
R,0,0,3
R,0,0,3
R,0,0,3
R,0,0,3
R,0,0,4
R,0,0,4
R,0,0,4
R,0,0,4
R,0,0,4
R,0,0,4
R,0,0,5
R,0,0,5
R,0,0,5
R,0,0,5
R,0,0,5
R,0,0,6
R,0,0,6
R,0,0,6
R,0,0,6
R,0,0,6
R,0,0,6
R,0,0,7
R,0,0,7
R,0,0,7
R,0,0,7
R,0,0,8
R,0,0,8
R,0,0,8
R,0,0,8
R,0,0,8
R,0,0,9
R,0,0,9
R,0,0,9
R,0,0,9
R,0,0,9
R,0,1,0
R,0,1,0
R,0,1,0
R,0,1,0
R,0,1,0
R,0,1,0
R,0,1,1
R,0,1,1
R,0,1,1
R,0,1,1
R,0,1,1
R,0,1,1
R,0,1,2
R,0,1,2
R,0,1,2
R,0,1,2
R,0,1,2
R,0,1,2
R,0,1,2
R,0,1,3
R,0,1,3
R,0,1,3
R,0,1,3
R,0,1,3
R,0,1,3
R,0,1,4
R,0,1,4
R,0,1,4
R,0,1,4
R,0,1,4
R,0,1,4
R,0,1,5
R,0,1,5
R,0,1,5
R,0,1,5
R,0,1,5
R,0,1,5
R,0,1,6
R,0,1,6
R,0,1,6
R,0,1,6
R,0,1,6
R,0,1,7
R,0,1,7
R,0,1,7
R,0,1,7
R,0,1,7
R,0,1,7
R,0,1,8
R,0,1,8
R,0,1,8
R,0,1,8
R,0,1,8
R,0,1,8
R,0,1,9
R,0,1,9
R,0,1,9
R,0,1,9
R,0,1,9
R,0,1,9
R,0,2,0
R,0,2,0
R,0,2,0
R,0,2,0
R,0,2,0
R,0,2,0
R,0,2,1
R,0,2,1
R,0,2,1
R,0,2,1
R,0,2,1
R,0,2,1
R,0,2,2
R,0,2,2
R,0,2,2
R,0,2,2
R,0,2,2
R,0,2,2
R,0,2,3
R,0,2,3
R,0,2,3
R,0,2,3
R,0,2,3
R,0,2,3
R,0,2,4
R,0,2,4
R,0,2,4
R,0,2,4
R,0,2,4
R,0,2,4
R,0,2,5
R,0,2,5
R,0,2,5
R,0,2,5
R,0,2,5
R,0,2,5
R,0,2,7
R,0,2,7
R,0,2,7
R,0,2,7
R,0,2,7
R,0,2,7
R,0,2,8
R,0,2,8
R,0,2,8
R,0,2,8
R,0,2,8
R,0,2,8
R,0,2,9
R,0,2,9
R,0,2,9
R,0,2,9
R,0,2,9
R,0,2,9
R,0,3,0
R,0,3,0
R,0,3,0
R,0,3,0
R,0,3,0
R,0,3,0
R,0,3,0
R,0,3,0
R,0,3,0
R,0,3,1
R,0,3,1
R,0,3,1
R,0,3,1
R,0,3,1
R,0,3,1
R,0,3,2
R,0,3,2
R,0,3,2
R,0,3,2
R,0,3,2
R,0,3,2
R,0,3,3
R,0,3,3
R,0,3,3
R,0,3,3
R,0,3,3
R,0,3,3
R,0,3,4
R,0,3,4
R,0,3,4
R,0,3,4
R,0,3,4
R,0,3,4
R,0,3,5
R,0,3,5
R,0,3,5
R,0,3,5
R,0,3,5
R,0,3,5
R,0,3,5
R,0,3,6
R,0,3,6
R,0,3,6
R,0,3,6
R,0,3,6
R,0,3,7
R,0,3,7
R,0,3,7
R,0,3,7
R,0,3,7
R,0,3,7
R,0,3,8
R,0,3,8
R,0,3,8
R,0,3,8
R,0,3,8
R,0,3,8
R,0,3,9
R,0,3,9
R,0,3,9
R,0,3,9
R,0,3,9
R,0,3,9
R,0,4,0
R,0,4,0
R,0,4,0
R,0,4,0
R,0,4,0
R,0,4,1
R,0,4,1
R,0,4,1
R,0,4,1
R,0,4,1
R,0,4,1
R,0,4,2
R,0,4,2
R,0,4,2
R,0,4,2
R,0,4,2
R,0,4,3
R,0,4,3
R,0,4,3
R,0,4,3
R,0,4,3
R,0,4,3
R,0,4,3
R,0,4,3
R,0,4,3
R,0,4,3
R,0,4,3
R,0,4,3
R,0,4,3
R,0,4,3
R,0,4,3
R,0,4,3
R,0,4,3
R,0,4,3
R,0,4,3
R,0,4,3
R,0,4,3
R,0,4,3
R,0,4,3
R,0,4,3
R,0,4,4
R,0,4,4
R,0,4,4
R,0,4,4
R,0,4,4
R,0,4,4
R,0,4,5
R,0,4,5
R,0,4,5
R,0,4,5
R,0,4,5
R,0,4,5
R,0,4,6
R,0,4,6
R,0,4,6
R,0,4,6
R,0,4,6
R,0,4,6
R,0,4,7
R,0,4,7
R,0,4,7
R,0,4,7
R,0,4,7
R,0,4,7
R,0,4,8
R,0,4,8
R,0,4,8
R,0,4,8
R,0,4,8
R,0,4,8
R,0,4,9
R,0,4,9
R,0,4,9
R,0,4,9
R,0,4,9
R,0,4,9
R,0,5,0
R,0,5,0
R,0,5,0
R,0,5,0
